incident_id,customer_id,incident_created_by,order_external_id,order_item_id_list,final_issue_type,final_sub_issue_type,final_sub_sub_issue_type,ssi,status_name,incident_creation_time,incident_first_solved_time,incident_last_solved_time,assigned_to_queue_at,ipd_fpd,first_spd,first_status,last_spd,last_status,last_jeeves_bsd_flag,dep_team,incident_channel,current_queue_name,jn_flag,order_journey_node,ocr_classification,analytic_vertical_flag,vip_flag,large_grocery_nl_flag,inc_order_flag,contacts,Contact Flag,Current Date,Final Date,Days Delta,Days Flag,Final Flag,Problem Statement,Problem Group,Owner,Consider,Senti,Current_status,Last_Solved_By,Last_Solved_On,Status_Group,ExactStatus,Ageing_OR_Q2R
IN24050716364798301650,ACC741DF5C1759A46ACA714702524227373K,starkluc.c202231219,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-07 16:36:47,2024-05-07 16:38:30,2024-05-16 00:19:19,2024-05-16 00:20:58,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,4.0,4,2024-05-26 10:00:00,2024-05-16 00:20:58,10,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2303760,2024-05-26 09:51:04,Open,ReOpenByL2,299.5464178938889
IN24052407234417701230,ACC6124DE069BAF4AFFB5BD870335DAF3A4N,tp.5215559,OD331331950836396300,3.313319508363963e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-24 07:23:44,,,2024-05-24 07:23:45,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,3.0,3,2024-05-26 10:00:00,2024-05-24 07:23:45,2,2,3X4,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 19:31:33,Solved,Solved,84.13027777777778
IN24052509231197449483,ACCB28F6AFC9F5D48D28A6627C6B49486438,tp.5203213,OD431346206469397300,4.313462064693973e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-25 09:23:11,2024-05-25 09:23:18,2024-05-25 09:23:18,2024-05-25 09:23:14,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-25 09:23:14,1,1,Others,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 20:00:05,Solved,Solved,58.615
IN24051412285956547080,ACC34869DE39F1A4853AD84023CBC1B827DD,starkol.80514761,,,Flipkart Pay Later,Flipkart Pay Later BBPS ,Issues related to Utility Bills,Flipkart Pay Later->Flipkart Pay Later BBPS ->Issues related to Utility Bills,Waiting for Internal Updates,2024-05-14 12:28:59,,,2024-05-14 12:30:40,,,,,,,cx,Email,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-14 12:30:40,11,>5,5X5,Re-Con issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2257117,2024-05-27 12:55:11,Open,ReOpenByL2,335.41280678277775
IN24052409010044989773,ACC1347B90531EB4047BBC0D7EF286B22C86,techmch.2257716,,,Flipkart Plus,General Enquiry,Cibil Issues/Cibil not Updated,Flipkart Plus->General Enquiry->Cibil Issues/Cibil not Updated,Waiting for Internal Updates,2024-05-24 09:01:00,,,2024-05-24 09:02:22,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 09:02:22,2,2,1X2,Re-Con issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2257652,2024-05-27 15:20:21,Open,ReOpenByL2,98.87919567166666
IN24052212363815468608,ACC72453AF6A1314C6D909CC9AC42A1CF8BQ,ieddn.t247551,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-22 12:36:38,,,2024-05-22 12:36:43,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-22 12:36:43,3,3,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.918694,2024-05-26 09:45:06,Open,ReOpenByL2,143.2853070613889
IN24050417194171822072,ACC1F0605481C7C4C1FAA144C34C0BEA218W,starkluc.80540265,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-04 17:19:41,,,2024-05-04 17:19:46,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-04 17:19:46,21,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2110519,2024-05-27 09:12:10,Open,ReOpenByL2,570.5678070613889
IN24052211100286213054,ACC912D352B49154F36980D24C819726716G,tpm.661321,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-22 11:10:02,,,2024-05-22 11:10:09,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,3.0,3,2024-05-26 10:00:00,2024-05-22 11:10:09,3,3,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.1031979,2024-05-27 13:11:26,Open,ReOpenByL2,144.72864039472222
IN24051618141495494919,ACC6D817AB299B24CA3A4F5070B2F12E6E09,starkol.2024151593,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-16 18:14:14,2024-05-16 18:14:48,2024-05-16 18:14:48,2024-05-17 16:00:25,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,4.0,4,2024-05-26 10:00:00,2024-05-17 16:00:25,8,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2303760,2024-05-28 09:50:00,Open,ReOpenByL2,259.8889181725
IN24052110253631105315,ACC67ABFB279FFC450E853C90CE74547F5AR,starkol.c2023117914,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Amount debited twice while paying bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Amount debited twice while paying bill,Waiting for Internal Updates,2024-05-21 10:25:36,,,2024-05-21 10:25:41,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-21 10:25:41,4,4,3X4,Payback_Issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fk_crm_matrix,2024-05-26 18:47:01,Open,ReOpen,169.4691959502778
IN24052510551288726516,ACC14056116438415139,techmch.2239412,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-25 10:55:12,,,2024-05-25 10:55:37,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,,0,2024-05-26 10:00:00,2024-05-25 10:55:37,0,0,Others,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2254950,2024-05-25 12:34:06,Open,ReOpenByL2,72.97586261694444
IN24051810405875896196,ACC4EA1E1903ECA4D4E94E2E79CD8568154W,starkol.80533906,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-18 10:40:58,,,2024-05-18 10:41:31,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-18 10:41:31,7,>5,5X5,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Updated,fk-cs-user,2024-05-28 11:08:32,Open,ReOpen,241.21308483916667
IN24052214103156869570,ACC9E1A1DE0D23E4CEDA9FBA25765217650T,ieddn.t251740,OD331322157346608300,3.313221573466083e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-22 14:10:31,2024-05-22 14:10:36,2024-05-24 20:47:45,2024-05-22 14:10:33,,,,,,,cx,Inbound,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-22 14:10:33,3,3,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,rcbp-service,2024-05-27 22:59:11,Solved,Solved,128.8111111111111
IN24052219035489131003,ACC730AA6C486D445CC98A358ECC4F99F7FR,starkluc.c2024133380,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-22 19:03:54,2024-05-22 19:03:58,2024-05-22 19:03:58,2024-05-22 19:05:16,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,,0,2024-05-26 10:00:00,2024-05-22 19:05:16,3,3,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Customer Updates,fapl.984548,2024-05-28 09:33:19,Open,ReOpenByL2,136.80808483916667
IN24052411391163821984,ACC1DD345D74182441F9A9CEEB0A23456AEK,starkbho.80523453,OD431338525922090300,4.313385259220903e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-24 11:39:11,,,2024-05-24 11:39:12,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 11:39:12,1,1,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fk_crm_matrix,2024-05-24 11:41:25,Open,ReOpen,96.24280706138889
IN24042011513912624570,ACCA23D525278A84A8FBE3D9512B64150A62,tpm.715380,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-04-20 11:51:39,2024-04-20 11:51:41,2024-05-15 20:48:49,2024-05-04 10:45:06,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,3.0,3,2024-05-26 10:00:00,2024-05-04 10:45:06,21,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.918694,2024-05-28 09:29:13,Open,ReOpenByL2,577.1441959502778
IN24052009153214321547,ACC6C53923496684B2DA9DBCBEF2D648766P,tpm.705042,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-20 09:15:32,2024-05-20 09:15:34,2024-05-20 09:15:34,2024-05-20 09:18:13,,,,,,,cx,Chat,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-20 09:18:13,6,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fk_crm_matrix,2024-05-27 13:40:05,Open,ReOpen,194.59225150583333
IN24052321282407539716,ACCAEC9DBABDD6D46418B09ED5DADF4D580D,starkol.2024153440,OD431219529998044300,4.312195299980443e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-23 21:28:24,,,2024-05-23 21:28:25,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-23 21:28:25,2,2,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 22:30:16,Solved,Solved,97.03111111111112
IN24052207590777971666,ACC2D00F784DFE549E7B1C72FEB36C2A5D3O,starkol.2024138620,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-22 07:59:07,,,2024-05-22 07:59:22,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-22 07:59:22,4,4,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2135388,2024-05-28 11:13:04,Open,ReOpenByL2,147.9105848391667
IN24052516554743545023,ACC10BF0F605DF44B0EBAC785B24E7D71D3W,techmch.2292466,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-25 16:55:47,,,2024-05-25 16:55:52,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 16:55:52,0,0,1X2,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.918696,2024-05-25 17:25:02,Open,ReOpenByL2,66.96614039472222
IN24050517574062996770,ACCD150B5C9323A4B87A3EB99910A408BC1G,techmc.2290849,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-05 17:57:40,2024-05-05 17:59:42,2024-05-05 17:59:42,2024-05-14 07:38:11,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,7.0,>5,2024-05-26 10:00:00,2024-05-14 07:38:11,12,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.960326,2024-05-27 17:13:05,Open,ReOpenByL2,340.2594737280555
IN24051114185521499256,ACCAA8807FAC95D4820A9473ABA97454C3C,techmch.2302404,OD430123704531511300,4.301237045315113e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-11 14:18:55,,,2024-05-11 14:18:57,,,,,,,cx,,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,3.0,3,2024-05-26 10:00:00,2024-05-11 14:18:57,14,>5,5X5,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.942186,2024-05-24 09:47:36,Open,ReOpenByL2,405.58058483916665
IN24051912222508601799,ACC6306154435E54165AB7F0FAE6EBFA12DN,techmk.2257984,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-19 12:22:25,2024-05-19 12:22:32,2024-05-19 12:22:32,2024-05-24 10:01:33,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-24 10:01:33,1,1,Others,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fapl.864608,2024-05-27 12:32:37,Solved,Solved,74.51777777777778
IN24052108513712975670,ACC8618E431E5F54FF587DA66220FCBC74C9,techmk.2300903,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-21 08:51:37,,,2024-05-21 08:58:09,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-21 08:58:09,5,5,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.990384,2024-05-27 12:20:07,Open,ReOpenByL2,171.0355848391667
IN24052208305055313564,ACC9B8F1AF0EC1345F291F12CB0B447244ET,techmch.2285069,OD431315748612493300,4.313157486124933e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-22 08:30:50,2024-05-22 08:31:19,2024-05-22 08:31:19,2024-05-22 08:30:52,,,,,,,cx,Inbound,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-22 08:30:52,4,4,3X4,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 21:31:13,Solved,Solved,133.0063888888889
IN24052216045576482491,ACC36C9A6BEB4224E6BB4AD709321DC752CJ,tpm.695587,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-22 16:04:55,2024-05-22 16:05:01,2024-05-22 16:05:01,2024-05-24 17:35:37,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-24 17:35:37,1,1,Others,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,self_serve,2024-05-26 18:13:45,Open,ReOpen,90.30225150583333
IN24052310083081492483,ACCAA66254F2A3C427E93670BF8F2755E2A4,techmkflex23.2254423,OD330396548029443300,3.303965480294433e+17,Mobile Recharge & Bill Payments,Mobile Recharge & Bill Payment Queries,Mobile Recharge Escalation Issue,Mobile Recharge & Bill Payments->Mobile Recharge & Bill Payment Queries->Mobile Recharge Escalation Issue,Waiting for Internal Updates,2024-05-23 10:08:30,2024-05-23 20:23:20,2024-05-23 20:23:20,2024-05-23 10:08:33,,,,,,,cx,Email,Fintech_Queue,,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-23 10:08:33,2,2,1X2,Recharge Related Issues,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-27 18:00:27,Solved,Solved,103.86583333333333
IN24052317364045707516,ACC9648BE9E0C404465B16BF1068DB150B0T,tpm.736178,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Unresolved,2024-05-23 17:36:40,2024-05-23 17:36:49,2024-05-23 17:36:49,2024-05-25 19:08:49,,,,,,,cx,Chat,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-25 19:08:49,0,0,Others,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 21:24:00,Solved,Solved,26.253055555555555
IN24052519504951204635,ACC754CBB74DAE94EBDA7B57BC93A212D5A8,techmk.2302765,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Unable to place order using Flipkart Pay Later,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Unable to place order using Flipkart Pay Later,Updated,2024-05-25 19:50:49,,,2024-05-25 19:51:20,,,,,,,cx,,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-25 19:51:20,0,0,1X2,Unable to place order BNPL,Fintech / Payments,Tibin,Yes,,Updated,fk_crm_matrix,2024-05-28 11:45:38,Open,ReOpen,64.0489181725
IN24051019585499118886,ACC401D1DD39B9A446A91562D78842BC6D0A,fk_crm_case_service,,,Flipkart Pay Later,General Enquiry Pay Later,Flipkart Pay Later - Enquiry about features of Flipkart Pay Later,Flipkart Pay Later->General Enquiry Pay Later->Flipkart Pay Later - Enquiry about features of Flipkart Pay Later,Updated,2024-05-10 19:58:54,2024-05-11 13:16:23,2024-05-19 20:51:20,2024-05-11 12:22:29,,,,,,,cx,CSS Email,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,3.0,3,2024-05-26 10:00:00,2024-05-11 12:22:29,14,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fk_crm_matrix,2024-05-26 21:24:00,Solved,Solved,385.41833333333335
IN24052116094802811909,ACC39C47DB70DA04C529C8BB823FDE37004U,techmkflex23.2256862,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-21 16:09:48,,,2024-05-21 16:09:55,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-21 16:09:55,4,4,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.960326,2024-05-28 10:39:21,Open,ReOpenByL2,163.73252928361111
IN24052420554161759633,ACCE613F92E636444FB96D359CAF9617ABCA,tpm.715351,,,Flipkart Pay Later,General Enquiry,Account closure request,Flipkart Pay Later->General Enquiry->Account closure request,Waiting for Internal Updates,2024-05-24 20:55:41,,,2024-05-24 20:55:50,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-24 20:55:50,1,1,1X2,Account Closure Issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.918694,2024-05-28 11:01:14,Open,ReOpenByL2,86.96780706138888
IN24050618453695674428,ACCD70E42A7CC7148D293CDBD0CA5127648T,tp.4784776,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-06 18:45:36,2024-05-06 18:45:41,2024-05-06 18:45:41,2024-05-19 14:10:18,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-19 14:10:18,6,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,self_serve,2024-05-26 09:34:02,Open,ReOpen,213.7241959502778
IN24051108462418302899,ACC683D5A2D6E2E41D2A0510D07ED5BE3EED,starkol.2024150034,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-11 08:46:24,,,2024-05-11 08:46:34,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-11 08:46:34,15,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fapl.942696,2024-05-27 13:00:01,Solved,Solved,388.2269444444444
IN24051809223342877405,ACCDA6F970376244FF3BA61575A4C5B7CFCY,techmchflex23.2261839,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-18 09:22:33,,,2024-05-18 09:22:40,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,1.0,1,2024-05-26 10:00:00,2024-05-18 09:22:40,8,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.919134,2024-05-27 12:28:49,Open,ReOpenByL2,242.52002928361114
IN24052219125137830225,ACC935699ED95784163AFDC52ED33889231J,ieddn.t242838,,,Onboarding related,Reseller onboarding issues,KYC Related,Onboarding related->Reseller onboarding issues->KYC Related,Waiting for Internal Updates,2024-05-22 19:12:51,2024-05-22 19:13:08,2024-05-23 19:36:02,2024-05-22 19:18:13,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-22 19:18:13,3,3,1X2,Re-Con issues,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.984548,2024-05-28 10:13:04,Open,ReOpenByL2,136.59225150583333
IN24051213210686959833,ACC68399EEF94814B838935DD153B17A448P,techmkflex23.2212388,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-12 13:21:06,,,2024-05-12 13:21:11,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-12 13:21:11,13,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Solved,fapl.960699,2024-05-28 10:33:16,Solved,Solved,381.2027777777778
IN24051413415147950321,ACC6E0A010EEBB141D6B46FC7A9A63E5F88C,ttaskmys.1200218,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-14 13:41:51,2024-05-14 13:41:56,2024-05-17 09:59:18,2024-05-15 13:30:25,,,,,,,cx,Outbound,Fintech_Queue,no,,1CR,Others,Non VIP,,Incident,5.0,>5,2024-05-26 10:00:00,2024-05-15 13:30:25,10,>5,5X5,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Internal Updates,fapl.2253475,2024-05-25 14:46:46,Open,ReOpenByL2,310.3889181725
IN24052116465992557223,ACC0E31F52D1C88449EBCB0C0CE9205E7D2L,techmc.2219937,,,Flipkart Pay Later,Payment Issues,Flipkart Pay Later - Refund not adjusted to bill,Flipkart Pay Later->Payment Issues->Flipkart Pay Later - Refund not adjusted to bill,Waiting for Internal Updates,2024-05-21 16:46:59,,,2024-05-21 16:47:11,,,,,,,cx,Inbound,Fintech_Queue,no,,1CR,Others,VIP,,Incident,2.0,2,2024-05-26 10:00:00,2024-05-21 16:47:11,4,4,3X4,Paylater / Billing issuse,Fintech / Payments,Tibin,Yes,,Waiting for Customer Updates,fapl.918912,2024-05-27 18:05:50,Open,ReOpenByL2,163.1128070613889
